1, forest, regions_unexplored:alpha_grove, minecraft:allay, CREATURE, 5, 1, 1
291, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:barrel_zombie, MONSTER, 5, 1, 2
292, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:phantom_creeper, MONSTER, 2, 1, 1
293, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:restless_spirit, MONSTER, 3, 1, 1
294, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:bonescaller, MONSTER, 2, 1, 1
295, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:bone_imp, MONSTER, 3, 1, 1
296, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:dark_vortex, MONSTER, 2, 1, 1
297, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:dread_hound, MONSTER, 5, 1, 2
298, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 3, 1, 1
299, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:scarlet_persecutor, MONSTER, 2, 1, 1
300, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:dire_hound_leader, MONSTER, 3, 1, 1
301, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
302, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:bloody_gadfly, MONSTER, 10, 2, 3
303, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:zombie_bruiser, MONSTER, 5, 1, 2
304, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:zombie_lumberjack, MONSTER, 5, 1, 2
305, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:siamese_skeletons, MONSTER, 3, 1, 1
306, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:baby_spider, MONSTER, 5, 1, 2
307, forest, regions_unexplored:autumnal_maple_forest, born_in_chaos_v1:nightmare_stalker, MONSTER, 2, 1, 1
308, forest, regions_unexplored:autumnal_maple_forest, mowziesmobs:lantern, AMBIENT, 10, 2, 3
309, forest, regions_unexplored:autumnal_maple_forest, alexsmobs:fly, AMBIENT, 10, 2, 3

310, savanna, minecraft:badlands, minecraft:chicken, CREATURE, 15, 2, 4
311, savanna, minecraft:badlands, minecraft:cow, CREATURE, 20, 2, 4
312, savanna, minecraft:badlands, minecraft:donkey, CREATURE, 10, 2, 3
313, savanna, minecraft:badlands, minecraft:horse, CREATURE, 15, 2, 4
314, savanna, minecraft:badlands, minecraft:pig, CREATURE, 15, 2, 4
315, savanna, minecraft:badlands, alexsmobs:gazelle, CREATURE, 25, 2, 3
316, savanna, minecraft:badlands, alexsmobs:raccoon, CREATURE, 10, 2, 3
317, savanna, minecraft:badlands, alexsmobs:elephant, CREATURE, 15, 1, 2
318, savanna, minecraft:badlands, alexsmobs:emu, CREATURE, 20, 3, 5
319, savanna, minecraft:badlands, alexsmobs:kangaroo, CREATURE, 10, 2, 3
320, savanna, minecraft:badlands, alexsmobs:rhinoceros, CREATURE, 5, 1, 2
321, savanna, minecraft:badlands, iceandfire:cockatrice, CREATURE, 5, 1, 1
322, savanna, minecraft:badlands, legendarycreatures:wisp, CREATURE, 10, 2, 3
323, savanna, minecraft:badlands, alexsmobs:fly, AMBIENT, 15, 3, 5
324, savanna, minecraft:badlands, minecraft:creeper, MONSTER, 10, 2, 3
325, savanna, minecraft:badlands, minecraft:enderman, MONSTER, 5, 1, 2
326, savanna, minecraft:badlands, minecraft:skeleton, MONSTER, 15, 3, 5
327, savanna, minecraft:badlands, minecraft:spider, MONSTER, 10, 2, 3
328, savanna, minecraft:badlands, minecraft:witch, MONSTER, 5, 1, 2
329, savanna, minecraft:badlands, minecraft:zombie, MONSTER, 20, 3, 5
330, savanna, minecraft:badlands, minecraft:zombie_villager, MONSTER, 10, 2, 3
331, savanna, minecraft:badlands, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
332, savanna, minecraft:badlands, graveyard:nightmare, MONSTER, 5, 1, 2
333, savanna, minecraft:badlands, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
334, savanna, minecraft:badlands, born_in_chaos_v1:skeleton_demoman, MONSTER, 10, 2, 3
335, savanna, minecraft:badlands, born_in_chaos_v1:decaying_zombie, MONSTER, 15, 3, 5
336, savanna, minecraft:badlands, born_in_chaos_v1:door_knight, MONSTER, 5, 1, 2
337, savanna, minecraft:badlands, born_in_chaos_v1:restless_spirit, MONSTER, 5, 1, 2
338, savanna, minecraft:badlands, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
339, savanna, minecraft:badlands, born_in_chaos_v1:dark_vortex, MONSTER, 5, 1, 2
340, savanna, minecraft:badlands, born_in_chaos_v1:dread_hound, MONSTER, 10, 2, 3
341, savanna, minecraft:badlands, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
342, savanna, minecraft:badlands, born_in_chaos_v1:scarlet_persecutor, MONSTER, 5, 1, 2
343, savanna, minecraft:badlands, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
344, savanna, minecraft:badlands, born_in_chaos_v1:zombie_bruiser, MONSTER, 15, 3, 5
345, savanna, minecraft:badlands, born_in_chaos_v1:siamese_skeletons, MONSTER, 10, 2, 3
346, savanna, minecraft:badlands, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 2
347, savanna, minecraft:badlands, endermanoverhaul:savanna_enderman, MONSTER, 5, 1, 2
348, savanna, minecraft:badlands, creeperoverhaul:savannah_creeper, MONSTER, 10, 2, 3

349, savanna, minecraft:badlands, alexsmobs:rocky_roller, MONSTER, 10, 1, 1
350, savanna, minecraft:badlands, endermanoverhaul:badlands_enderman, MONSTER, 10, 2, 2
351, savanna, minecraft:badlands, creeperoverhaul:badlands_creeper, MONSTER, 10, 2, 2

352, forest, regions_unexplored:bamboo_forest, minecraft:allay, CREATURE, 5, 1, 1
353, forest, regions_unexplored:bamboo_forest, minecraft:bee, CREATURE, 15, 2, 4
354, forest, regions_unexplored:bamboo_forest, minecraft:chicken, CREATURE, 25, 2, 4
355, forest, regions_unexplored:bamboo_forest, minecraft:cow, CREATURE, 20, 2, 3
356, forest, regions_unexplored:bamboo_forest, minecraft:donkey, CREATURE, 5, 1, 2
357, forest, regions_unexplored:bamboo_forest, minecraft:horse, CREATURE, 5, 1, 2
358, forest, regions_unexplored:bamboo_forest, minecraft:mooshroom, CREATURE, 2, 1, 1
359, forest, regions_unexplored:bamboo_forest, minecraft:mule, CREATURE, 5, 1, 1
360, forest, regions_unexplored:bamboo_forest, minecraft:pig, CREATURE, 25, 2, 4
361, forest, regions_unexplored:bamboo_forest, minecraft:rabbit, CREATURE, 15, 2, 3
362, forest, regions_unexplored:bamboo_forest, minecraft:sheep, CREATURE, 25, 2, 4
363, forest, regions_unexplored:bamboo_forest, minecraft:wolf, CREATURE, 15, 2, 3
364, forest, regions_unexplored:bamboo_forest, alexsmobs:grizzly_bear, CREATURE, 5, 1, 2
365, forest, regions_unexplored:bamboo_forest, alexsmobs:hummingbird, CREATURE, 15, 2, 3
366, forest, regions_unexplored:bamboo_forest, alexsmobs:raccoon, CREATURE, 10, 2, 3
367, forest, regions_unexplored:bamboo_forest, alexsmobs:crow, CREATURE, 10, 2, 3
368, forest, regions_unexplored:bamboo_forest, alexsmobs:bald_eagle, CREATURE, 5, 1, 2
369, forest, regions_unexplored:bamboo_forest, alexsmobs:bunfungus, CREATURE, 5, 1, 2
370, forest, regions_unexplored:bamboo_forest, alexsmobs:sugar_glider, CREATURE, 10, 2, 3
371, forest, regions_unexplored:bamboo_forest, legendarycreatures:forest_mojo, CREATURE, 5, 1, 2
372, forest, regions_unexplored:bamboo_forest, legendarycreatures:hound, CREATURE, 15, 1, 2
373, forest, regions_unexplored:bamboo_forest, legendarycreatures:wisp, CREATURE, 10, 2, 3
374, forest, regions_unexplored:bamboo_forest, minecraft:creeper, MONSTER, 10, 1, 2
375, forest, regions_unexplored:bamboo_forest, minecraft:enderman, MONSTER, 5, 1, 1
376, forest, regions_unexplored:bamboo_forest, minecraft:pillager, MONSTER, 5, 1, 2
377, forest, regions_unexplored:bamboo_forest, minecraft:skeleton, MONSTER, 5, 1, 2
378, forest, regions_unexplored:bamboo_forest, minecraft:spider, MONSTER, 5, 1, 2
379, forest, regions_unexplored:bamboo_forest, minecraft:witch, MONSTER, 3, 1, 1
380, forest, regions_unexplored:bamboo_forest, minecraft:zombie, MONSTER, 10, 1, 2
381, forest, regions_unexplored:bamboo_forest, minecraft:zombie_villager, MONSTER, 5, 1, 1
382, forest, regions_unexplored:bamboo_forest, mutantmonsters:mutant_zombie, MONSTER, 2, 1, 1
383, forest, regions_unexplored:bamboo_forest, graveyard:reaper, MONSTER, 3, 1, 1
384, forest, regions_unexplored:bamboo_forest, graveyard:corrupted_pillager, MONSTER, 5, 1, 2
385, forest, regions_unexplored:bamboo_forest, graveyard:skeleton_creeper, MONSTER, 3, 1, 1
386, forest, regions_unexplored:bamboo_forest, graveyard:ghoul, MONSTER, 5, 1, 2
387, forest, regions_unexplored:bamboo_forest, graveyard:revenant, MONSTER, 5, 1, 2
388, forest, regions_unexplored:bamboo_forest, graveyard:wraith, MONSTER, 3, 1, 1
389, forest, regions_unexplored:bamboo_forest, graveyard:nightmare, MONSTER, 2, 1, 1
390, forest, regions_unexplored:bamboo_forest, iceandfire:troll, MONSTER, 2, 1, 1
391, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:decaying_zombie, MONSTER, 5, 1, 2
392, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:baby_skeleton, MONSTER, 3, 1, 1
393, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:barrel_zombie, MONSTER, 5, 1, 2
394, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:phantom_creeper, MONSTER, 2, 1, 1
395, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:restless_spirit, MONSTER, 3, 1, 1
396, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:bonescaller, MONSTER, 2, 1, 1
397, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:bone_imp, MONSTER, 3, 1, 1
398, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:dark_vortex, MONSTER, 2, 1, 1
399, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:dread_hound, MONSTER, 5, 1, 2
400, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 3, 1, 1
401, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:scarlet_persecutor, MONSTER, 2, 1, 1
402, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:dire_hound_leader, MONSTER, 3, 1, 1
403, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
404, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:bloody_gadfly, MONSTER, 10, 2, 3
405, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:zombie_bruiser, MONSTER, 5, 1, 2
406, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:zombie_lumberjack, MONSTER, 5, 1, 2
407, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:siamese_skeletons, MONSTER, 3, 1, 1
408, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:baby_spider, MONSTER, 5, 1, 2
409, forest, regions_unexplored:bamboo_forest, born_in_chaos_v1:nightmare_stalker, MONSTER, 2, 1, 1
410, forest, regions_unexplored:bamboo_forest, mowziesmobs:lantern, AMBIENT, 10, 2, 3
411, forest, regions_unexplored:bamboo_forest, alexsmobs:fly, AMBIENT, 10, 2, 3

412, jungle, minecraft:bamboo_jungle, minecraft:chicken, CREATURE, 20, 2, 4
413, jungle, minecraft:bamboo_jungle, minecraft:cow, CREATURE, 15, 2, 3
414, jungle, minecraft:bamboo_jungle, minecraft:donkey, CREATURE, 1, 1, 2
415, jungle, minecraft:bamboo_jungle, minecraft:frog, CREATURE, 14, 3, 5
416, jungle, minecraft:bamboo_jungle, minecraft:ocelot, CREATURE, 35, 2, 4
417, jungle, minecraft:bamboo_jungle, minecraft:panda, CREATURE, 10, 2, 3
418, jungle, minecraft:bamboo_jungle, minecraft:parrot, CREATURE, 15, 2, 4
419, jungle, minecraft:bamboo_jungle, alexsmobs:gorilla, CREATURE, 10, 2, 3
420, jungle, minecraft:bamboo_jungle, alexsmobs:capuchin_monkey, CREATURE, 15, 2, 3
421, jungle, minecraft:bamboo_jungle, alexsmobs:crow, CREATURE, 10, 2, 3
422, jungle, minecraft:bamboo_jungle, alexsmobs:tiger, CREATURE, 15, 1, 2
423, jungle, minecraft:bamboo_jungle, alexsmobs:toucan, CREATURE, 15, 2, 4
424, jungle, minecraft:bamboo_jungle, alexsmobs:anaconda, CREATURE, 5, 1, 2
425, jungle, minecraft:bamboo_jungle, legendarycreatures:wisp, CREATURE, 10, 1, 1
426, jungle, minecraft:bamboo_jungle, legendarycreatures:peacock_spider, CREATURE, 2, 1, 1
427, jungle, minecraft:bamboo_jungle, minecraft:creeper, MONSTER, 10, 2, 3
428, jungle, minecraft:bamboo_jungle, minecraft:enderman, MONSTER, 5, 1, 2
429, jungle, minecraft:bamboo_jungle, minecraft:skeleton, MONSTER, 10, 2, 3
430, jungle, minecraft:bamboo_jungle, minecraft:spider, MONSTER, 10, 2, 3
431, jungle, minecraft:bamboo_jungle, minecraft:witch, MONSTER, 5, 1, 2
432, jungle, minecraft:bamboo_jungle, minecraft:zombie, MONSTER, 15, 2, 4
433, jungle, minecraft:bamboo_jungle, minecraft:zombie_villager, MONSTER, 10, 2, 3
434, jungle, minecraft:bamboo_jungle, mowziesmobs:foliaath, MONSTER, 35, 1, 3
435, jungle, minecraft:bamboo_jungle, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
436, jungle, minecraft:bamboo_jungle, graveyard:revenant, MONSTER, 5, 1, 2
437, jungle, minecraft:bamboo_jungle, graveyard:nightmare, MONSTER, 5, 1, 2
438, jungle, minecraft:bamboo_jungle, alexsmobs:centipede_head, MONSTER, 10, 1, 1
439, jungle, minecraft:bamboo_jungle, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
440, jungle, minecraft:bamboo_jungle, born_in_chaos_v1:decaying_zombie, MONSTER, 15, 3, 5
441, jungle, minecraft:bamboo_jungle, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
442, jungle, minecraft:bamboo_jungle, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
443, jungle, minecraft:bamboo_jungle, born_in_chaos_v1:zombie_clown, MONSTER, 5, 2, 3
444, jungle, minecraft:bamboo_jungle, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
445, jungle, minecraft:bamboo_jungle, born_in_chaos_v1:bloody_gadfly, MONSTER, 10, 2, 3
446, jungle, minecraft:bamboo_jungle, born_in_chaos_v1:zombie_bruiser, MONSTER, 15, 3, 5
447, jungle, minecraft:bamboo_jungle, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 2
448, jungle, minecraft:bamboo_jungle, call_of_yucutan:mitnal_monkey, MONSTER, 10, 2, 3
449, jungle, minecraft:bamboo_jungle, call_of_yucutan:undead_warrior, MONSTER, 5, 1, 2
450, jungle, minecraft:bamboo_jungle, creeperoverhaul:jungle_creeper, MONSTER, 10, 2, 3

451, jungle, minecraft:bamboo_jungle, creeperoverhaul:bamboo_creeper, MONSTER, 10, 2, 2

452, savanna, regions_unexplored:baobab_savanna, minecraft:chicken, CREATURE, 15, 2, 4
453, savanna, regions_unexplored:baobab_savanna, minecraft:cow, CREATURE, 20, 2, 4
454, savanna, regions_unexplored:baobab_savanna, minecraft:donkey, CREATURE, 10, 2, 3
455, savanna, regions_unexplored:baobab_savanna, minecraft:horse, CREATURE, 15, 2, 4
456, savanna, regions_unexplored:baobab_savanna, minecraft:pig, CREATURE, 15, 2, 4
457, savanna, regions_unexplored:baobab_savanna, alexsmobs:gazelle, CREATURE, 25, 2, 3
458, savanna, regions_unexplored:baobab_savanna, alexsmobs:raccoon, CREATURE, 10, 2, 3
459, savanna, regions_unexplored:baobab_savanna, alexsmobs:elephant, CREATURE, 15, 1, 2
460, savanna, regions_unexplored:baobab_savanna, alexsmobs:emu, CREATURE, 20, 3, 5
461, savanna, regions_unexplored:baobab_savanna, alexsmobs:kangaroo, CREATURE, 10, 2, 3
462, savanna, regions_unexplored:baobab_savanna, alexsmobs:rhinoceros, CREATURE, 5, 1, 2
463, savanna, regions_unexplored:baobab_savanna, iceandfire:cockatrice, CREATURE, 5, 1, 1
464, savanna, regions_unexplored:baobab_savanna, legendarycreatures:wisp, CREATURE, 10, 2, 3
465, savanna, regions_unexplored:baobab_savanna, alexsmobs:fly, AMBIENT, 15, 3, 5
466, savanna, regions_unexplored:baobab_savanna, minecraft:creeper, MONSTER, 10, 2, 3
467, savanna, regions_unexplored:baobab_savanna, minecraft:enderman, MONSTER, 5, 1, 2
468, savanna, regions_unexplored:baobab_savanna, minecraft:skeleton, MONSTER, 15, 3, 5
469, savanna, regions_unexplored:baobab_savanna, minecraft:spider, MONSTER, 10, 2, 3
470, savanna, regions_unexplored:baobab_savanna, minecraft:witch, MONSTER, 5, 1, 2
471, savanna, regions_unexplored:baobab_savanna, minecraft:zombie, MONSTER, 20, 3, 5
472, savanna, regions_unexplored:baobab_savanna, minecraft:zombie_villager, MONSTER, 10, 2, 3
473, savanna, regions_unexplored:baobab_savanna, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
474, savanna, regions_unexplored:baobab_savanna, graveyard:nightmare, MONSTER, 5, 1, 2
475, savanna, regions_unexplored:baobab_savanna, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
476, savanna, regions_unexplored:baobab_savanna, born_in_chaos_v1:skeleton_demoman, MONSTER, 10, 2, 3
477, savanna, regions_unexplored:baobab_savanna, born_in_chaos_v1:decaying_zombie, MONSTER, 15, 3, 5
478, savanna, regions_unexplored:baobab_savanna, born_in_chaos_v1:door_knight, MONSTER, 5, 1, 2
479, savanna, regions_unexplored:baobab_savanna, born_in_chaos_v1:restless_spirit, MONSTER, 5, 1, 2
480, savanna, regions_unexplored:baobab_savanna, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
481, savanna, regions_unexplored:baobab_savanna, born_in_chaos_v1:dark_vortex, MONSTER, 5, 1, 2
482, savanna, regions_unexplored:baobab_savanna, born_in_chaos_v1:dread_hound, MONSTER, 10, 2, 3
483, savanna, regions_unexplored:baobab_savanna, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
484, savanna, regions_unexplored:baobab_savanna, born_in_chaos_v1:scarlet_persecutor, MONSTER, 5, 1, 2
485, savanna, regions_unexplored:baobab_savanna, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
486, savanna, regions_unexplored:baobab_savanna, born_in_chaos_v1:zombie_bruiser, MONSTER, 15, 3, 5
487, savanna, regions_unexplored:baobab_savanna, born_in_chaos_v1:siamese_skeletons, MONSTER, 10, 2, 3
488, savanna, regions_unexplored:baobab_savanna, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 2
489, savanna, regions_unexplored:baobab_savanna, endermanoverhaul:savanna_enderman, MONSTER, 5, 1, 2
490, savanna, regions_unexplored:baobab_savanna, creeperoverhaul:savannah_creeper, MONSTER, 10, 2, 3

491, none, regions_unexplored:barley_fields, minecraft:chicken, CREATURE, 30, 2, 4
492, none, regions_unexplored:barley_fields, minecraft:cow, CREATURE, 25, 2, 3
493, none, regions_unexplored:barley_fields, minecraft:donkey, CREATURE, 10, 1, 2
494, none, regions_unexplored:barley_fields, minecraft:horse, CREATURE, 10, 2, 3
495, none, regions_unexplored:barley_fields, minecraft:mule, CREATURE, 5, 1, 1
496, none, regions_unexplored:barley_fields, minecraft:pig, CREATURE, 30, 2, 4
497, none, regions_unexplored:barley_fields, minecraft:rabbit, CREATURE, 15, 2, 3
498, none, regions_unexplored:barley_fields, minecraft:sheep, CREATURE, 25, 2, 4
499, none, regions_unexplored:barley_fields, alexsmobs:raccoon, CREATURE, 10, 1, 1
500, none, regions_unexplored:barley_fields, alexsmobs:crow, CREATURE, 15, 1, 1
501, none, regions_unexplored:barley_fields, alexsmobs:bison, CREATURE, 10, 1, 2
502, none, regions_unexplored:barley_fields, iceandfire:cyclops, CREATURE, 2, 1, 1
503, none, regions_unexplored:barley_fields, legendarycreatures:hound, CREATURE, 10, 1, 1
504, none, regions_unexplored:barley_fields, legendarycreatures:wisp, CREATURE, 4, 1, 1
505, none, regions_unexplored:barley_fields, minecraft:creeper, MONSTER, 10, 1, 2
506, none, regions_unexplored:barley_fields, minecraft:enderman, MONSTER, 5, 1, 1
507, none, regions_unexplored:barley_fields, minecraft:skeleton, MONSTER, 15, 1, 2
508, none, regions_unexplored:barley_fields, minecraft:spider, MONSTER, 10, 1, 2
509, none, regions_unexplored:barley_fields, minecraft:vindicator, MONSTER, 5, 1, 2
510, none, regions_unexplored:barley_fields, minecraft:witch, MONSTER, 5, 1, 2
511, none, regions_unexplored:barley_fields, minecraft:zombie, MONSTER, 20, 2, 3
512, none, regions_unexplored:barley_fields, mutantmonsters:mutant_skeleton, MONSTER, 2, 1, 1
